Timestamp,Date,Multichain,Stargate,Polygon PoS Bridge,Avalanche Bridge,Portal by Wormhole,xDai Bridge,Arbitrum Bridge,Synapse,Optimism Gateway,Celer cBridge,Hop,Orbit Bridge,Across,Rainbow Bridge,Core Bitcoin Bridge,ChainPort,Optics,Total
1661990400,01/09/2022,28324588.79188917,10764787.750836253,18799815.870448075,47674409.30734822,2452716.29072944,683481.0458141062,80306133.47189522,6198533.803962806,14904925.44746657,9446787.874179557,3584919.241788624,554572.1032872479,4468531.973916962,2125543.179172469,3304742.6768208705,44961.933886978666,44560.05044246444,233684010.81388497
1662076800,02/09/2022,41250456.67354179,18277519.919125177,85732127.21133253,21483703.705441058,1728886.9805867164,747474.5114250653,5194472.484472803,5021249.0311442595,8330424.118089968,8150957.491846655,2424903.026342168,678080.6444025466,4172378.674929413,1494714.2271384862,302906.9359852947,87227.78070229341,17848.868341402005,205095332.28484762
1662163200,03/09/2022,36880045.77874479,2961997.765383795,14525517.474033482,10997417.251165546,754404.5145319272,132699.79127018395,6320682.523317648,2563153.4684723597,10920384.068560993,6619459.822199173,2031485.6036823597,729192.5148853817,2434478.5448784977,2840317.358025478,921762.9665232416,40343.840799206366,8006.63737278038,101681349.92384684
1662249600,04/09/2022,36928136.657846905,6871144.763461659,15966841.9588377,2293623.5597288003,2772561.5075095175,1462977.646389514,8649430.132395884,5662453.992116498,8526933.532310033,6905699.801834234,3058051.757558332,727848.6609683385,3923990.944044163,9997904.226358874,196548.5937931473,47666.055411507536,113.26962372421725,113991927.06018883
1662336000,05/09/2022,58959613.47770097,6429509.603734725,39827501.55245279,6616239.125729163,1590124.039893113,1386372.462267297,11388380.365824897,11896858.028143784,60889449.48264074,9666435.46226805,6279780.292548394,1189362.7044357741,5726280.152411958,4017735.5649675988,221540.81408270408,88084.96155993838,6769.487172899006,226180037.5778348
1662422400,06/09/2022,57623016.71781272,12485121.777419768,54702110.37749599,7368037.415614206,1985851.2167558419,490421.89988290245,12355374.199873207,11596332.966935823,9262921.53927628,8166433.424118927,11130932.204877239,1280521.4900908635,2648549.5947086094,5680318.585232616,617.8373686230383,77808.0037574287,405.5428280448529,196854774.7940491
1662508800,07/09/2022,46814964.633064084,8095530.831892658,72770102.69053817,,1565852.8777953913,625421.5304928299,8768815.51450484,9062069.251974182,9192660.186649414,9119856.208706785,5254270.33276464,1128775.1340006222,10415647.603685204,1359051.5471667503,42904.90003947961,139272.11472242523,25.073550386361468,184355220.43154794
1662595200,08/09/2022,83936474.84106684,8854559.585213356,42192384.39016831,546891.0678126162,1799470.7194345011,5793624.924941287,6310972.427464419,8159995.963325249,20656374.31143271,20638278.47992816,4297457.882019978,61930174.14021365,9433489.860928148,3800148.622203688,5897517.072351019,455736.9508563984,125814.1996441436,284829365.4390046
1662681600,09/09/2022,35452513.2957856,8624413.504818648,34768747.34113625,37341937.55597249,1553478.9361200365,4657561.898275441,13777947.365855195,9709613.203067396,22121264.83381337,7868511.03437634,5618458.79891913,330784.24480887793,10801181.507290728,4105725.4469645545,1683052.5339623818,288518.1660297365,458.45366253820987,198704168.12085873
1662768000,10/09/2022,24579126.57694802,21173285.728906654,23886585.439042322,31220425.352346323,909398.641763367,2312760.5108521725,5640774.079805597,4866462.272413934,11674869.152419968,5031565.276669522,5185941.899312522,1181389.1573128114,3471431.9527886827,809725.8669272005,99014.02310698133,178561.29397104218,61032.15293506275,142282349.3775222
1662854400,11/09/2022,33297241.20505465,4295043.241168619,19873750.764309216,8208416.700461912,3824160.784950623,951835.4683343314,5932318.835022347,10558708.108690284,6064607.350729734,6368347.682234269,7762308.204897741,286652.851903233,997831.987822345,1483358.220866423,151063.14407000743,125710.25118562517,36926.36276011461,110218281.1644615
1662940800,12/09/2022,49237635.385445304,9271882.096474139,31041420.824888214,39478198.61269939,5775994.034974424,539179.8914895984,25930578.117465537,14148830.210581493,7118991.894407824,11867145.071618386,12505913.484802138,962945.0236630919,1800849.3763453746,0,206183.77967745592,97266.22991546875,10205.861276426349,209993219.8957242
1663027200,13/09/2022,44440060.30346556,8875067.45147838,63385085.61299059,35719015.20128715,5969805.570371902,19865246.833948966,37612054.29945349,10707403.540971536,16511401.162476178,12707128.81520351,8511214.0698226,831411.8712562725,4226340.248074033,0,617532.8832843938,868660.78625708,9071.013645690287,270856499.6639874
1663113600,14/09/2022,76583535.37000862,17546055.656758912,190951511.59184873,170740816.38718015,32439706.72194674,55859812.78023989,13575839.960359666,21793860.079238106,64360143.60823895,7959467.349904414,19778147.697679427,483775.3324397728,5331652.713977009,0,368345.889687076,444339.28910182713,19842.11133215659,678236852.5399413
1663200000,15/09/2022,64728059.44313866,11674828.859865895,112418406.66424155,227791742.8283341,3936759.377381062,27542721.49499259,37436192.79915082,17824725.52212643,35404785.47611142,10122442.415689321,10067870.099843133,27025.530876433353,496410.959620469,0,1280885.4342152837,91781.25440564126,42628.13407088342,560887266.2940638
1663286400,16/09/2022,28547145.77602645,3798626.0720942873,29078442.027864337,28052397.823647104,3688872.0710958876,11243764.033816088,1046581865.1745795,8992552.156111848,17113880.3150658,6417708.333562275,3985937.411741739,1045007.9057214897,1413117.9500226318,0,160588.38786098087,138389.83964206782,1061.6066095951103,1190259356.8854623
1663372800,17/09/2022,28449116.87805459,3484103.528205241,29295311.26968257,22227859.245275773,1055826.6857333817,43122237.33146791,10023418.022251911,4117675.8620295664,19201617.834213838,5976053.860453815,1413203.8431113907,344297.2729017008,1410839.3577638492,0,74124.39616039213,34641.57845143272,11676.065143935724,170242003.0309013
1663459200,18/09/2022,25257477.36636223,2836329.168544415,54575794.09243122,4115744.9566527815,2654742.2998726717,51008491.21229216,8686924.02878769,5553603.536009442,4695865.41410288,6335743.176476263,3535034.0853269296,358718.1962754558,1084183.9169219034,0,438728.56903037813,54938.34221930267,19596.618104517845,171211914.97941023
1663545600,19/09/2022,19964189.92108264,5660589.956911098,36677751.629466146,21206293.022939485,3343034.8683942053,52821618.27670193,14057241.273496294,13720124.68562834,58732778.46902454,4937968.384606703,4357025.249172494,2162598.4658913733,1609168.6784430887,0,283594.04130383796,193701.97431447575,20482.06143598679,239748160.9588126
1663632000,20/09/2022,21449158.493762843,3081507.2003844716,91532857.09301886,16708401.946853861,3015181.838258017,50042495.556426905,8946748.534217104,5987004.55378176,18905973.736747835,6314004.290188061,2728575.2399376445,498818.27351158037,2010339.2516675293,0,7537.9982943143,25989.534187424117,14382.037299424812,231268975.57853767
1663718400,21/09/2022,28320263.978398737,13121165.251522379,1041216218.0034353,16254413.766915541,1455414.5293627295,59090443.051477715,14910300.749658972,4681847.23207964,7905001.696316245,5782331.808941264,3371605.652339169,542573.370781082,2495261.306317126,0,14630.18647879217,180903.72200328857,79.44015992198439,1199342453.7461884
1663804800,22/09/2022,40596067.540548414,4027799.1133132116,1859721313.3227134,11425174.547676243,1152124.928868892,34197440.420586936,11764622.207846744,3762529.791286747,6995520.019661831,8620953.631480914,2707895.0870937216,226238.82401259826,3091703.632651399,0,1021221.5230519597,63590.373507196506,35105.57572561384,1989409300.5400257
1663891200,23/09/2022,25912990.80387497,5069648.878940496,1799233653.734847,7609384.053089421,1175851.7132151884,14717346.87724286,28070014.673880372,7099007.525312148,5961175.86902049,6083956.672302485,2370208.6535571353,41264837.165899895,4474034.032178757,0,212118.7448479086,134923.69521213905,16595.41960987628,1949405748.513031
1663977600,24/09/2022,15043028.189541573,3003912.7829235913,753847457.1859546,12769204.67062492,928970.7437100366,5631948.963169344,15538148.902525168,3983797.0682145227,6389456.717484445,6795530.853701849,1967999.5650344675,246772.0716522907,1681932.3635257017,0,89226.7113749804,39596.753345076635,1176355.3978042242,829133338.940587
1664064000,25/09/2022,20589043.838743437,3166006.572015354,810953195.0780334,5441907.065844194,1758645.9651543484,6086463.229707873,7017066.225473641,3171455.2482072404,4941488.648254422,6003735.261957999,1655562.3377336233,246878.47448923264,4501238.2468618285,0,19208.251374446496,107788.99024095226,2008276.9465605882,877667960.3806524
1664150400,26/09/2022,16113343.423544668,5735757.694416151,42734250.34552439,5179080.045904005,1883973.729217999,8111882.6624506945,116615624.12044632,3229147.9653407778,7190299.00363849,7110426.154422067,2357874.249209731,430310.2779453203,2263368.8996402295,60905.34129714939,15492.532554211533,57998.49944390221,442044.5581791576,219531779.50317526
1664236800,27/09/2022,13081866.817476634,4133167.1868946142,28978826.136863247,9432834.282442762,2121912.65411363,10849380.466678154,20228160.411975823,5767844.3672108045,10044541.182355408,4528444.669827757,2171786.1543052783,372129.60168979975,4440149.138823105,6718048.581752918,347230.75205150706,61265.366412737574,1198474.885714576,124476062.65658875
1664323200,28/09/2022,15384707.632251218,3927702.789760415,13583365.685266742,26550136.529778667,1438200.489959557,6990737.364094248,2859215.381233328,4576824.6965216715,30792185.72607472,6216265.976781556,2198525.998865691,373251.73799584765,1516719.0888948264,7427414.854529453,21591836.996987946,37148.17666317732,71.83687909626347,145464310.9625382
1664409600,29/09/2022,14736531.58386492,4060379.251633015,12196002.659870215,25402267.1695409,2461320.2383700805,3572894.9256566074,11470847.854646057,4194453.058328974,16855807.052770697,4966002.418425575,2487498.6377570573,24155503.402237,1554531.087717063,6371202.231783425,3180926.708283757,33499.86572635299,683.0080039728666,137700351.15461567
1664496000,30/09/2022,23050104.60207651,2470538.042199079,32514161.42698229,9363339.804947555,2982401.033430808,3101660.1342106266,33554271.380571052,4417329.669937044,8897383.30043199,4874762.513398303,2516375.7464604555,709922.5966495366,3586486.2713465462,12155236.6280006,4280933.248809759,19151.62660802235,1096.8107421144107,148495154.8368023
1664582400,01/10/2022,16862298.7583373,2922736.649837155,22498756.934647024,8520980.593081512,2512746.6714594164,2626004.9083278603,15763679.503861193,2464621.1763448454,3234658.0623698607,3544284.902927844,2796401.245678394,1249532.7229608092,1969763.992136443,1379754.8812425886,580491.9143546703,87023.15954209593,8360.920365729804,89022096.99747474
1664668800,02/10/2022,9866485.47545717,2961921.1419439237,12283609.108499091,11070219.24241308,2587105.843641573,3037979.6969648516,3978316.3689430314,2234773.1528918194,12597863.450084366,7277401.34051512,2006587.893885022,731721.5790609287,1722433.849569071,1485573.0249565123,1044820.6365712452,42365.713688595366,47.33613638403279,74929224.85522176
1664755200,03/10/2022,17201686.691699628,3040131.474137206,19641834.41990365,5680168.543685459,7044426.52352791,2662555.2381081786,15879829.814039879,3877756.5059845494,15573342.894242242,7583134.158587761,2263421.901603512,2172310.737545934,1063222.0966148372,1822964.571040053,484350.07624536037,41110.033834333015,5383.600130147186,106037629.28093064
1664841600,04/10/2022,14567041.897200983,7515252.797577188,27095715.30463481,9600738.780053876,10447820.671719708,1081065.9700779044,5698364.434954664,3065874.035857532,7896379.100008697,5424756.156254398,2681014.664415594,3147621.800204478,1540926.971100964,9848478.975618305,1372258.072071677,50176.706866792025,3318.506691319071,111036804.84530888
1664928000,05/10/2022,23433386.82871134,14293048.554819971,13853519.710596452,49629018.754354596,2860071.5579232746,1470701.052570432,15076557.65065341,13814600.10190634,2306828.4047179795,6504362.258356294,2068272.2323723347,236958.10602662025,1925524.5354129397,2810639.081153511,32801.92723267762,72771.92935332289,1195.244356516058,150390257.93051803
1665014400,06/10/2022,67985069.83957037,72482286.73840094,12710760.89815679,30911418.791864045,1176311.4837921606,1643376.9286184264,6200399.944101469,6733635.98832248,20847829.664064508,6412530.834503749,2527811.1190267922,1886590.2516955896,2617029.9715258,3386508.671393436,209971.9381905475,46655.29540162376,595894.3464622076,238374082.7050909
1665100800,07/10/2022,29833529.745063152,55057554.11507711,5785899.7237262335,16312539.131351497,2033180.916256466,3064740.872083168,2512051.392063097,6280342.901439065,4595872.107488826,6920969.099343892,2212556.1762184044,712218.2452889717,1601498.2428640807,997560.2308146306,1519621.5981734928,68727.54741325034,3490.1789331719456,139512352.22359854
1665187200,08/10/2022,14700621.283986574,15096440.321223069,6619592.540260071,2135969.5593432384,2121159.265608313,866726.334356233,3807194.5339346235,2335192.9642463056,7332106.161621716,5806705.594775829,1763307.5322551103,182037.54995766192,1096149.106322208,708170.0347327039,321270.3033990688,54416.38728775374,3745.4956024662115,64950804.96891294
1665273600,09/10/2022,22764397.299008053,57281634.17496592,6418005.036159244,2693589.7431417806,1053740.4408416182,867508.637935963,4698732.3456982,1881486.8750493939,10576794.545734141,4687788.214009523,1346635.8447150085,185297.486160229,1204253.4142477312,921594.5284155881,205487.97685523375,56143.98875535971,1337.86870468206,116844428.4203977
1665360000,10/10/2022,17474649.269495018,18884596.508621257,10883594.442600533,10571295.54955985,1857671.5772827445,3863521.1597954943,4051957.410132733,3923732.12235853,6660101.567958077,4504046.048042831,1842259.9815353104,508264.7524865118,3041596.751992928,1104946.5228757267,151317.1027811452,320032.9624867147,8648.676040656861,89652232.40604605
1665446400,11/10/2022,21598411.954186857,124642096.11454967,22713222.133898154,8361921.61902697,1968472.5747117163,994946.2707569833,6308765.406074021,3968995.6391167,15161343.866490189,2677728.192681122,2070339.3080926994,735067.4056874439,1650868.225220026,682615.4582534798,2287430.128105677,135996.31086553042,830.3636481674398,215959050.97136542
1665532800,12/10/2022,15320536.372299671,23491380.63531673,108323162.32190518,9584651.10032502,625786.6545069282,167916.31356588338,907817.117253561,5574383.9141121935,3512843.7169922106,5602461.271928695,1916034.6423598947,624080.879178199,4560347.639743965,1709994.6993821748,387141.5399130399,122821.30697036153,13110.89884902205,182444471.02460268
1665619200,13/10/2022,14582566.554572202,10194817.751883995,205462227.71996698,22222853.63543701,2793591.600802203,1403319.2184489076,7141650.62276642,6932976.560225934,16090493.33705286,8274326.096917219,1450994.7082071896,1500593.5677307309,2299068.1887022415,1412136.0904548636,384343.77762953914,68298.09529044485,2399.514639247921,302216657.040728
1665705600,14/10/2022,17300914.956091553,3210755.207709494,24384273.11590113,29001332.258174643,971853.9406737008,15921075.97276822,12058399.405448776,2918128.462256125,12919822.964947052,5790347.039078821,2801130.752101762,1634680.7617828096,2223095.8549098107,3031090.3610977135,357598.2086978685,39928.88162544418,30559.973596982105,134594988.11686188
1665792000,15/10/2022,8525667.695975073,2744976.2318538576,4605384.501597825,3938867.148227154,1197082.8081610915,1165465.2291305102,2782593.809702629,1593043.0741251353,1142705.3116260043,6858930.791819382,2555462.7310655224,280897.03249874595,1664138.7271561269,809591.8372417359,720274.3534827824,16988.7766833111,1566.997484978776,40603637.05783187
1665878400,16/10/2022,8053623.019383259,1601561.5954881292,3128438.597841953,1626927.5640255325,1677023.5659172935,2559156.9976489786,2521963.5015666294,1458391.2913977276,3406515.844840768,4540439.678769499,1924104.3651174745,467124.3418902457,1128703.2996493988,1821768.0409166084,70110.32251694053,38650.8667947252,20840.273080151033,36045343.166845314
1665964800,17/10/2022,17185447.388519127,2924860.3395759016,7606991.087486435,27321437.74651881,3030653.8166285334,11923010.614652207,5897205.524288615,3867885.36640173,13202453.908818893,7444234.491302252,2490300.38791004,3924541.4984785877,1954991.4239807404,1250398.9236289654,93511.693822604,52967.03282967863,575.8159884008464,110171467.06083153
1666051200,18/10/2022,41968636.44565418,4349024.615568333,142174544.1384041,26341275.13484983,5669928.738545325,3374065.130563535,3245429.2844935404,4723370.594881117,18695865.954105027,5811034.664532192,2450179.6609099745,2939157.010493828,3393236.5147431977,716114.0544283688,362150.74705362535,37314.89471376422,1264.0525320700208,266252591.63647202
1666137600,19/10/2022,64666723.25824571,4036122.974452604,124563342.4164165,7784039.590164484,8670694.732291747,1933804.2046692753,16041652.080211563,3282259.8306834926,2604104.0712558115,3976992.57655393,2912953.875957055,12993426.851628296,3907816.191667853,3187886.68880545,3922777.8774951007,93109.22925598375,9837.996347474493,264587544.44610232
1666224000,20/10/2022,14559507.11450214,4171716.7089647194,21902355.831862107,23006749.4580859,1355742.6437555684,499728.5431678086,3275047.619617527,3692569.121338506,13222535.41805176,6378948.172165098,2079513.0022466267,1559352.779892054,1740077.5230777392,2124302.5294977003,4260072.270865147,83401.68640458341,2897.4360469687363,103914517.85954197
1666310400,21/10/2022,16579298.998331722,9011001.421280272,47641588.154635966,7971569.844314674,1580523.6173066278,138696.6362479929,14256520.535513131,4453185.153191686,4586870.643052581,5098150.768630151,1413505.5996700753,20684680.244512826,7097543.943294837,1226006.5003479286,269567.17207315686,44849.0312766911,8543.636146071094,142062101.8998264
1666396800,22/10/2022,14917925.376451,13939015.533493344,5318858.773150416,1438589.3919072314,948535.3036073691,231974.97598278,36271802.64902529,1969708.6874948153,2517371.0605897736,4316033.704683264,1421179.5410241946,6728495.046276312,4306190.537623101,2121295.6577158147,288854.0564268598,36116.02460439039,49977.781209,96821924.10126497
1666483200,23/10/2022,11856954.03858962,3156371.1691793073,5118730.513126037,7586999.8583313,2280690.6797078336,403538.3776582811,3000401.9872951396,3040324.5123956343,2075288.9596025052,5191842.976225645,2916623.2379011135,5353458.443278523,2121356.3313906905,5888687.668642995,215234.00340707126,56901.97051853417,311.43645482184786,60263716.16370506
1666569600,24/10/2022,20111243.269051816,5062659.237874086,13976438.876483742,1916190.5639103036,2007651.0487384237,455168.7434736141,8657552.632445455,4437023.439764833,8445827.443689723,5479189.479372693,2650025.416971467,2602148.7792314356,4029216.369502088,9176312.13837874,47839.09368348365,47437.99718470723,5019.716316719733,89106944.2460733
1666656000,25/10/2022,20606056.409986243,19822861.110890523,13163667.00133917,5446466.578474198,5968077.753525809,4960441.168575762,8832537.118927492,7966594.884380521,24127945.203608237,6253149.853294622,2660305.3491273373,1519459.1312280097,3732362.938631097,25442389.237966727,1165566.548420578,97285.88428048903,7162.288154720825,151772328.46081156
1666742400,26/10/2022,27650041.953498542,14226527.873654332,59362904.89951387,6075046.129799433,7122005.389672264,1437623.7981440783,46351077.71914764,6774467.657406693,15320141.534607802,5566989.517823934,4334563.371969581,526643.1581257379,3839834.017324957,36778554.07227191,131721.6280309018,66281.36119033518,1242.7875722872482,235565666.86975428
1666828800,27/10/2022,19894113.42053167,6204976.095721718,23544235.310746618,9181970.737674288,2605018.7225975655,1466381.3858872082,13585263.213345313,4660763.069008024,44167036.214083396,5371830.447887492,12330017.380928617,3983909.9765425953,3237401.480433793,52647666.6656144,511633.40359865816,92394.81538721354,1563.9681383185543,203486176.3081269
1666915200,28/10/2022,26565394.87337528,10189940.788479842,10921637.027443565,12707813.379654404,3405703.99921842,1257129.0009019752,13367597.593596857,4383109.999636486,10969717.518497463,5019764.276432269,5938754.6689857375,1318587.319588322,2663052.8454292547,2432015.0983343553,4398598.43354381,217058.48008904414,1537.2705853332554,115757412.57379243
1667001600,29/10/2022,16451820.876291202,6873788.287506927,13946263.941413376,5606921.513206814,911600.5555307295,2149335.579308682,9615924.289616402,6684802.896799797,10845613.531943968,4541972.795231818,2967938.0204948345,3450970.257732149,2999911.497721729,959823.9030940613,2040829.9733116922,38467.0593000205,15939.102906623288,90101924.08141086
1667088000,30/10/2022,10203138.457208825,4728705.321008638,8544126.666238198,1779783.2034204614,493807.0916155167,520448.5585762214,13991935.531073352,3733772.512493213,11974264.747789863,3602798.4032349843,2465137.962316106,1801952.7090684501,2628712.6219976796,1884119.4556660368,134624.64427351122,13101.181735674116,3234.5800698226253,68503663.64778656
1667174400,31/10/2022,23810340.803328797,10630083.376146952,13314186.342350166,11026228.805056952,1146229.7369126678,524824.7000238721,5761988.371421895,3619454.0492785927,12841264.732188556,6431314.678777913,4196457.554031787,1612446.246746212,5363364.768664422,1263648.701255361,351192.4160650768,37950.86330451457,827.4287823980696,101931803.57433614
1667260800,01/11/2022,32555821.204057805,8099186.476484751,21704148.259859182,11175343.281169802,991171.9768869216,1048287.9110636824,10336390.701038646,4815927.253964609,6124162.693547249,6713855.67158641,5199390.662954278,870121.0635716849,7051124.66744392,3903630.4339634627,263252.52611028,114457.51458635258,6816.549367246493,120973088.8476563
1667347200,02/11/2022,21477842.089439332,9946124.035437353,17283183.8316231,8134192.002401669,2140176.3499157294,532731.9629999173,8531604.64162923,6154670.088318344,4664242.808473606,5724165.846575004,3001031.624308992,900010.6673466659,4391632.273164372,2562157.121166264,273067.06210736337,95030.47305510359,4478.604775750866,95816341.48273781
1667433600,03/11/2022,34413804.16148785,11480760.470773306,19417163.602302555,4322239.228425777,2513764.6616389016,649579.2399097934,7964769.180351663,5419599.862609165,67879136.60124785,11222475.21516231,4187567.139093849,1355516.018658591,3506953.382913073,5792648.599378952,605096.6415265201,48866.94357576755,74855.64232739648,180854796.5913833
1667520000,04/11/2022,24156225.508733347,6931698.706405714,22958404.235312395,7487742.641086949,4845144.750844396,517995.9200288167,11353627.427556932,6718249.228040477,6071281.430510487,6459859.767719854,3306195.524722044,8235448.538860824,5513153.706279464,1883581.3117569818,368241.01657721924,114283.6594058959,75001.09356119214,116996134.46740298
1667606400,05/11/2022,21314030.54222612,8446619.76053036,16577570.910417344,5276019.135170298,2850370.7468198324,169537.12071596988,7715459.465922562,6667013.369252095,5550964.2354519665,3973742.0515709445,2469350.677933621,502537.8483999319,3886439.0280625103,1562327.4910760329,507945.016104984,54806.378145472525,26381.416965901037,87551115.19476594
1667692800,06/11/2022,20301983.090486906,5756894.28641078,11081163.48935084,6744481.529581635,1284885.311960414,511033.53262087656,10480519.449047102,3498682.256269848,3241459.660343757,3005062.752785434,3498397.0967996763,478903.0014516744,6934583.721213024,1673582.1697566835,2540540.6989033553,108665.2146049173,40685.28647248668,81181522.5480594
1667779200,07/11/2022,18301453.766725805,6533334.760981519,29912356.00307946,5358793.694406347,14878685.006477248,329885.3555802697,10945612.315128304,6247067.803709685,32901674.2811503,5243206.502225169,2486599.3501642323,1109125.2794493919,9044891.363835614,1037589.8308901761,1227099.1558690271,143892.41950104857,169537.5820654797,145870804.4712391
1667865600,08/11/2022,46477663.1020015,9152230.36954159,29649537.785342213,16345333.80069486,15070124.58273086,1807546.587970759,43325312.18330714,14864658.229356363,8367266.706513435,7167716.694123288,4896618.00445167,5572264.711263988,8599674.185186328,16321356.988611603,429662.76128302014,1682600.7122301722,299.09377620669386,229729866.498385
1667952000,09/11/2022,99436318.05840671,62746852.05917111,48651854.17277552,43051809.21316296,37133408.85747367,26825642.353507,23721633.466867507,22085243.88356647,15467845.665153638,11772019.863136943,9529911.162948843,8120814.55446733,6147820.04169339,3542446.899328037,2005884.4217090916,278513.5541588879,5840.916822242263,420523859.14434934